platform,platform_label,kind,problem_size,runtime_best_threads,runtime_best_time_s,runtime_best_time_ci95_low_s,runtime_best_time_ci95_high_s,runtime_best_energy_j,runtime_best_edp_j_s,energy_best_threads,energy_best_time_s,energy_best_energy_j,energy_best_energy_ci95_low_j,energy_best_energy_ci95_high_j,energy_best_edp_j_s,edp_best_threads,edp_best_time_s,edp_best_energy_j,edp_best_edp_j_s,edp_best_edp_ci95_low_j_s,edp_best_edp_ci95_high_j_s,edp_best_bandwidth_gb_s,edp_best_gflops_per_s
5060ti,RTX 5060 Ti,gpu,256000000,-1,0.007765560527131782,0.0077639238798449615,0.0077675147423076915,0.7406666666666666,0.005752184693121536,-1,0.007765560527131782,0.7406666666666666,0.7298769230769231,0.7448449612403101,0.005752184693121536,-1,0.007765560527131782,0.7406666666666666,0.005752184693121536,0.005669057591985799,0.00578422120869509,395.59282157028434,65.93233270030969
amd,AMD Threadripper 3970X,cpu,1000000,10,1.8497303852638376e-05,1.8097494018941545e-05,2.365649541338731e-05,0.0028965167790651796,5.357774930553711e-08,8,1.9338647402843605e-05,0.0028922030710900474,0.002867554775599788,0.002901579325343128,5.5923378717509856e-08,10,1.8497303852638376e-05,0.0028965167790651796,5.357774930553711e-08,5.1544966267989285e-08,7.808986928499904e-08,648.7439599783174,108.12399332971957
amd,AMD Threadripper 3970X,cpu,2000000,16,2.5097321509134627e-05,2.4688626596079762e-05,2.5464985164239234e-05,0.00510322014566103,1.2825581245360093e-07,10,2.765897684483878e-05,0.005080173337771491,0.005065431368524752,0.005106798630661164,1.4073148366302007e-07,16,2.5097321509134627e-05,0.00510322014566103,1.2825581245360093e-07,1.2514132701007172e-07,1.320095905986678e-07,956.2784289037286,159.37973815062142
amd,AMD Threadripper 3970X,cpu,4000000,20,3.5507264819473476e-05,3.479280377087816e-05,3.576132443405512e-05,0.009008692210270647,3.201509051797223e-07,16,3.638155938582232e-05,0.008846980262232846,0.008810877423577695,0.008977673880239961,3.2160813069593924e-07,20,3.5507264819473476e-05,0.009008692210270647,3.201509051797223e-07,3.1017025718287125e-07,3.23032758228819e-07,1351.8376662319588,225.30627770532647
amd,AMD Threadripper 3970X,cpu,8000000,32,5.1988345087510966e-05,3.133171641928643e-05,5.2456508391354053e-05,0.013987632537496172,7.267372843729148e-07,32,5.1988345087510966e-05,0.013987632537496172,0.008873580805752741,0.014188494362464926,7.267372843729148e-07,32,5.1988345087510966e-05,0.013987632537496172,7.267372843729148e-07,2.7818323120437284e-07,7.446210555492207e-07,1846.5757496587748,307.76262494312914
amd,AMD Threadripper 3970X,cpu,16000000,32,0.0007951313779761904,0.0007027492272016675,0.0008151803885523925,0.13386007407407408,0.00010641038011665485,8,0.0010246587730524644,0.11636294856146469,0.11275450945017182,0.12076224880763117,0.00012047768486806184,32,0.0007951313779761904,0.13386007407407408,0.00010641038011665485,8.48105767534164e-05,0.0001109317485397889,241.4695353258633,40.24492255431055
amd,AMD Threadripper 3970X,cpu,32000000,10,0.006773962962025317,0.00672747234591195,0.006782842594936708,0.768145082278481,0.005203441691750178,2,0.008671122797413795,0.694864051724138,0.6912527068965517,0.7058148232758621,0.00601926121438189,8,0.0071179240810810805,0.7265261466666666,0.005152016919570938,0.005081237761773686,0.006126020975490712,53.94831408036277,8.99138568006046
amd,AMD Threadripper 3970X,cpu,64000000,4,0.014319037921428572,0.014310285635714286,0.014330980364285713,1.3367994785714286,0.019156423267070746,4,0.014319037921428572,1.3367994785714286,1.3108857214285714,1.4327027714285716,0.019156423267070746,4,0.014319037921428572,1.3367994785714286,0.019156423267070746,0.018791899213689962,0.020519180324125932,53.634888345396355,8.939148057566058
amd,AMD Threadripper 3970X,cpu,128000000,4,0.028491369000000002,0.02843088027777778,0.028506852138888886,2.509045638888889,0.07140582193368249,4,0.028491369000000002,2.509045638888889,2.4961765833333334,2.5796056527777775,0.07140582193368249,4,0.028491369000000002,2.509045638888889,0.07140582193368249,0.07111832959261967,0.07344178110354116,53.911063562340544,8.985177260390092
amd,AMD Threadripper 3970X,cpu,256000000,4,0.0566309795,0.056584565833333336,0.056706045777777776,5.031608638888889,0.2847972322395216,4,0.0566309795,5.031608638888889,4.972352916666667,5.138603638888889,0.2847972322395216,4,0.0566309795,5.031608638888889,0.2847972322395216,0.28132551830786445,0.2910109658947036,54.245927355144254,9.040987892524042
intel,Intel i9-7900X,cpu,1000000,10,1.516122525359576e-05,1.3129548700788433e-05,1.7915822776785715e-05,0.002249978346965717,3.3390458525892095e-08,10,1.516122525359576e-05,0.002249978346965717,0.0020673893574665375,0.0026906435089285715,3.3390458525892095e-08,10,1.516122525359576e-05,0.002249978346965717,3.3390458525892095e-08,2.7159393763357072e-08,4.815780382029098e-08,791.4927612130548,131.9154602021758
intel,Intel i9-7900X,cpu,2000000,10,0.000102964415673788,0.00010108414468235533,0.00010406850578124999,0.01385952449671323,1.4100407376922245e-06,16,0.00010417436471568423,0.013034262036751874,0.01252099371358479,0.013558748541970422,1.3643205101280935e-06,16,0.00010417436471568423,0.013034262036751874,1.3643205101280935e-06,1.280165082489532e-06,1.4126863520798562e-06,230.38297440558688,38.39716240093115
intel,Intel i9-7900X,cpu,4000000,16,0.0006869737827608143,0.000675631732023968,0.0007081802789548023,0.07007606376716809,4.734541952845671e-05,2,0.0010335956293814432,0.059131557731958766,0.05831220194274028,0.06065364051282052,6.123139241887182e-05,16,0.0006869737827608143,0.07007606376716809,4.734541952845671e-05,4.69709472572417e-05,5.0263986445162225e-05,69.87166212968376,11.645277021613959
intel,Intel i9-7900X,cpu,8000000,8,0.002164647325431034,0.0021612012435344827,0.0021726952445887448,0.1981673588362069,0.0004292015549598071,2,0.0025682125525641024,0.14272149618320612,0.13135678846153848,0.14482114631043255,0.0003644226171869233,4,0.0021811223891304347,0.14688733807439824,0.0003221123956100969,0.0003020286831609834,0.00032759348653443605,44.01411381226944,7.3356856353782405
intel,Intel i9-7900X,cpu,16000000,8,0.0049253517647058825,0.004921422492647059,0.004957130405940594,0.45460378676470586,0.0022375654319387378,2,0.005662426446327683,0.31409059322033894,0.30579414124293786,0.32270574431818183,0.0017778326146482854,4,0.004942048458333333,0.3430466200980392,0.0016977910059351627,0.0016719116039058688,0.0017053765554201129,38.850298184565716,6.475049697427619
intel,Intel i9-7900X,cpu,32000000,4,0.010406539463917525,0.010344607958762887,0.010411021886597937,0.7070898385416666,0.007363797284263871,2,0.01184020588235294,0.6578650294117647,0.638299005882353,0.6587794642857143,0.007798612711366745,4,0.010406539463917525,0.7070898385416666,0.007363797284263871,0.00697001458821926,0.007448578857627749,36.89987456837642,6.149979094729403
intel,Intel i9-7900X,cpu,64000000,4,0.021194897989583333,0.021176994406250003,0.021286191308510637,1.4364059479166666,0.030468360809508946,2,0.024331710785714285,1.3435845357142857,1.2767824404761905,1.3593591785714287,0.03260964564533221,4,0.021194897989583333,1.4364059479166666,0.030468360809508946,0.02967712324090402,0.031138039232982112,36.23515244266146,6.039192073776909
intel,Intel i9-7900X,cpu,128000000,4,0.04296228741666666,0.042807047687499995,0.04311894170833334,2.9245441874999996,0.12571874847539144,2,0.04913553502380953,2.710945071428571,2.545195857142857,2.7807240714285717,0.1333432618283533,4,0.04296228741666666,2.9245441874999996,0.12571874847539144,0.12106514809019586,0.12909168862008663,35.752286471742174,5.958714411957029
intel,Intel i9-7900X,cpu,256000000,8,0.08670707562499999,0.08665012620833332,0.08711974083333333,8.001006958333333,0.693546254128897,2,0.09924855586363636,5.514698136363636,5.052807454545455,5.616304727272727,0.5441546479108327,4,0.08677698508333334,5.893778666666666,0.5112432328423568,0.4985268952379338,0.5189893838661943,35.401093076479604,5.900182179413268
