objective,context_level,holdout_session,workload,size,selected_platform,selected_value,oracle_value,regret_pct
edp,L3,2,GEMM,256,3090,1.4290900717852761e-08,1.4290900717852761e-08,0.0
edp,L3,2,GEMM,512,3090,1.6368433593846343e-07,1.6368433593846343e-07,0.0
edp,L3,2,GEMM,1024,3090,4.836524439846497e-06,4.836524439846497e-06,0.0
edp,L3,2,GEMM,2048,3090,0.00018872663058169332,0.00018872663058169332,0.0
edp,L3,2,GEMM,4096,3090,0.009579676570462927,0.009579676570462927,0.0
edp,L3,2,GEMM,8192,3090,0.5482023031145821,0.5482023031145821,0.0
edp,L3,2,GEMM,16384,3090,34.171646829328125,34.171646829328125,0.0
edp,L3,2,REDUCTION,1000000,5060ti,2.4614950598417303e-09,2.4614950598417303e-09,0.0
edp,L3,2,REDUCTION,2000000,5060ti,5.9339136827967925e-09,5.9339136827967925e-09,0.0
edp,L3,2,REDUCTION,4000000,5060ti,1.2467604288842092e-08,1.2467604288842092e-08,0.0
edp,L3,2,REDUCTION,8000000,5060ti,3.705168944017514e-08,3.705168944017514e-08,0.0
edp,L3,2,REDUCTION,16000000,3090,2.0487037303993686e-06,2.0487037303993686e-06,0.0
edp,L3,2,REDUCTION,32000000,3090,7.797132050113786e-06,7.797132050113786e-06,0.0
edp,L3,2,REDUCTION,64000000,3090,3.042942966451686e-05,3.042942966451686e-05,0.0
edp,L3,2,REDUCTION,128000000,3090,0.00012004680163436759,0.00012004680163436759,0.0
edp,L3,2,REDUCTION,256000000,3090,0.0004714539072159894,0.0004714539072159894,0.0
edp,L3,2,STREAM,1000000,5060ti,9.537199307597631e-09,9.537199307597631e-09,0.0
edp,L3,2,STREAM,2000000,5060ti,3.070154697845176e-08,3.070154697845176e-08,0.0
edp,L3,2,STREAM,4000000,5060ti,9.974814629126001e-07,9.974814629126001e-07,0.0
edp,L3,2,STREAM,8000000,3090,4.800602780924658e-06,4.800602780924658e-06,0.0
edp,L3,2,STREAM,16000000,3090,1.8668397595539813e-05,1.8668397595539813e-05,0.0
edp,L3,2,STREAM,32000000,3090,7.351051651454567e-05,7.351051651454567e-05,0.0
edp,L3,2,STREAM,64000000,3090,0.0002916535732239465,0.0002916535732239465,0.0
edp,L3,2,STREAM,128000000,3090,0.0011596871584248465,0.0011596871584248465,0.0
edp,L3,2,STREAM,256000000,3090,0.00461811040171241,0.00461811040171241,0.0
edp,L3,2,STRIDED_GEMM,64,5060ti,3.2326099709307595e-09,3.2326099709307595e-09,0.0
edp,L3,2,STRIDED_GEMM,128,5060ti,4.177239042164778e-09,4.177239042164778e-09,0.0
edp,L3,2,STRIDED_GEMM,256,3090,1.581828235968984e-08,1.581828235968984e-08,0.0
edp,L3,2,STRIDED_GEMM,512,3090,1.7294079940719417e-07,1.7294079940719417e-07,0.0
edp,L3,2,STRIDED_GEMM,1024,3090,4.942276928455132e-06,4.942276928455132e-06,0.0
edp,L3,2,STRIDED_GEMM,2048,3090,0.00019813824104102288,0.00019813824104102288,0.0
edp,L3,2,STRIDED_GEMM,4096,3090,0.009970166522702276,0.009970166522702276,0.0
edp,L3,2,STRIDED_GEMM,8192,3090,0.5728548647439231,0.5728548647439231,0.0
edp,L3,2,STRIDED_GEMM,16384,3090,37.3632447165625,37.3632447165625,0.0
edp,L3,3,AXPY,1000000,5060ti,9.091925439104617e-09,9.091925439104617e-09,0.0
edp,L3,3,AXPY,2000000,5060ti,2.9155213077533744e-08,2.9155213077533744e-08,0.0
edp,L3,3,AXPY,4000000,5060ti,1.2636851814568563e-07,1.2636851814568563e-07,0.0
edp,L3,3,AXPY,8000000,3090,4.776480459250303e-06,4.776480459250303e-06,0.0
edp,L3,3,AXPY,16000000,3090,1.8589046762381857e-05,1.8589046762381857e-05,0.0
edp,L3,3,AXPY,32000000,3090,7.361609623578297e-05,7.361609623578297e-05,0.0
edp,L3,3,AXPY,64000000,3090,0.00029529421983274384,0.00029529421983274384,0.0
edp,L3,3,AXPY,128000000,3090,0.0011622709961895035,0.0011622709961895035,0.0
edp,L3,3,AXPY,256000000,3090,0.004602056072770264,0.004602056072770264,0.0
edp,L3,3,CONV2D,1,3090,3.3378788206108005e-05,3.3378788206108005e-05,0.0
edp,L3,3,CONV2D,2,3090,2.8347796558324433e-05,2.8347796558324433e-05,0.0
edp,L3,3,CONV2D,3,3090,1.8654256313792556e-05,1.8654256313792556e-05,0.0
edp,L3,3,CONV2D,4,3090,3.0664125698115026e-05,3.0664125698115026e-05,0.0
edp,L3,3,CONV2D,5,3090,7.404988811641863e-05,7.404988811641863e-05,0.0
edp,L3,3,CONV2D,6,3090,0.0001888456552369573,0.0001888456552369573,0.0
edp,L3,3,GEMM,64,5060ti,3.3063817853684274e-09,3.3063817853684274e-09,0.0
edp,L3,3,GEMM,128,5060ti,4.21239092436194e-09,4.21239092436194e-09,0.0
edp,L3,3,GEMM,256,3090,1.4626701804604294e-08,1.4626701804604294e-08,0.0
edp,L3,3,GEMM,512,3090,1.638252432855722e-07,1.638252432855722e-07,0.0
edp,L3,3,GEMM,1024,3090,4.7792938101188475e-06,4.7792938101188475e-06,0.0
edp,L3,3,GEMM,2048,3090,0.00018870074383308674,0.00018870074383308674,0.0
edp,L3,3,GEMM,4096,3090,0.009586389181975213,0.009586389181975213,0.0
edp,L3,3,GEMM,8192,3090,0.5519611838732631,0.5519611838732631,0.0
edp,L3,3,GEMM,16384,3090,34.61250786581249,34.61250786581249,0.0
edp,L3,3,REDUCTION,1000000,5060ti,2.474535993631169e-09,2.474535993631169e-09,0.0
edp,L3,3,REDUCTION,2000000,5060ti,5.980464346876632e-09,5.980464346876632e-09,0.0
edp,L3,3,REDUCTION,4000000,5060ti,1.2520686060739825e-08,1.2520686060739825e-08,0.0
edp,L3,3,REDUCTION,8000000,5060ti,3.728527220003208e-08,3.728527220003208e-08,0.0
edp,L3,3,REDUCTION,16000000,3090,2.037456991504796e-06,2.037456991504796e-06,0.0
edp,L3,3,REDUCTION,32000000,3090,7.733533276266238e-06,7.733533276266238e-06,0.0
edp,L3,3,REDUCTION,64000000,3090,3.013640378525834e-05,3.013640378525834e-05,0.0
edp,L3,3,REDUCTION,128000000,3090,0.00011911742426590635,0.00011911742426590635,0.0
edp,L3,3,REDUCTION,256000000,3090,0.00047341211063243495,0.00047341211063243495,0.0
edp,L3,3,STREAM,1000000,5060ti,9.658311566724401e-09,9.658311566724401e-09,0.0
edp,L3,3,STREAM,2000000,5060ti,3.1114843469929694e-08,3.1114843469929694e-08,0.0
edp,L3,3,STREAM,4000000,5060ti,9.953849820742517e-07,9.953849820742517e-07,0.0
edp,L3,3,STREAM,8000000,3090,4.77129052457679e-06,4.77129052457679e-06,0.0
edp,L3,3,STREAM,16000000,3090,1.86020048914739e-05,1.86020048914739e-05,0.0
edp,L3,3,STREAM,32000000,3090,7.35303107590801e-05,7.35303107590801e-05,0.0
edp,L3,3,STREAM,64000000,3090,0.0002921000196105803,0.0002921000196105803,0.0
edp,L3,3,STREAM,128000000,3090,0.0011546890956053667,0.0011546890956053667,0.0
edp,L3,3,STREAM,256000000,3090,0.004604439428091058,0.004604439428091058,0.0
edp,L3,3,STRIDED_GEMM,64,5060ti,3.237613049447247e-09,3.237613049447247e-09,0.0
edp,L3,3,STRIDED_GEMM,128,5060ti,4.1285733098116655e-09,4.1285733098116655e-09,0.0
edp,L3,3,STRIDED_GEMM,256,3090,1.5793902250375102e-08,1.5793902250375102e-08,0.0
edp,L3,3,STRIDED_GEMM,512,3090,1.7394991964630863e-07,1.7394991964630863e-07,0.0
edp,L3,3,STRIDED_GEMM,1024,3090,5.039506289485348e-06,5.039506289485348e-06,0.0
edp,L3,3,STRIDED_GEMM,2048,3090,0.00019715618085984927,0.00019715618085984927,0.0
edp,L3,3,STRIDED_GEMM,4096,3090,0.010086198379814693,0.010086198379814693,0.0
edp,L3,3,STRIDED_GEMM,8192,3090,0.5672881434609375,0.5672881434609375,0.0
edp,L3,3,STRIDED_GEMM,16384,3090,37.21716666729688,37.21716666729688,0.0
edp,L3,4,AXPY,1000000,5060ti,8.783485184422363e-09,8.783485184422363e-09,0.0
edp,L3,4,AXPY,2000000,5060ti,2.87020907119081e-08,2.87020907119081e-08,0.0
edp,L3,4,AXPY,4000000,5060ti,1.263988448125162e-07,1.263988448125162e-07,0.0
edp,L3,4,AXPY,8000000,3090,4.8077072324350324e-06,4.8077072324350324e-06,0.0
edp,L3,4,AXPY,16000000,3090,1.8794338298742965e-05,1.8794338298742965e-05,0.0
edp,L3,4,AXPY,32000000,3090,7.300177561453408e-05,7.300177561453408e-05,0.0
edp,L3,4,AXPY,64000000,3090,0.0002919382094604739,0.0002919382094604739,0.0
edp,L3,4,AXPY,128000000,3090,0.001166415844527228,0.001166415844527228,0.0
edp,L3,4,AXPY,256000000,3090,0.004639165408237017,0.004639165408237017,0.0
edp,L3,4,CONV2D,1,3090,3.319291724149769e-05,3.319291724149769e-05,0.0
edp,L3,4,CONV2D,2,3090,2.8196093732050373e-05,2.8196093732050373e-05,0.0
edp,L3,4,CONV2D,3,3090,1.8972462837251544e-05,1.8972462837251544e-05,0.0
edp,L3,4,CONV2D,4,3090,3.080241196636839e-05,3.080241196636839e-05,0.0
edp,L3,4,CONV2D,5,3090,7.59759333796075e-05,7.59759333796075e-05,0.0
edp,L3,4,CONV2D,6,3090,0.00018404204383770252,0.00018404204383770252,0.0
edp,L3,4,GEMM,64,5060ti,3.2844421905941844e-09,3.2844421905941844e-09,0.0
edp,L3,4,GEMM,128,5060ti,4.3726100295591845e-09,4.3726100295591845e-09,0.0
edp,L3,4,GEMM,256,3090,1.4299735543458652e-08,1.4299735543458652e-08,0.0
edp,L3,4,GEMM,512,3090,1.634364022584921e-07,1.634364022584921e-07,0.0
edp,L3,4,GEMM,1024,3090,4.822784860205309e-06,4.822784860205309e-06,0.0
edp,L3,4,GEMM,2048,3090,0.00018893034838697963,0.00018893034838697963,0.0
edp,L3,4,GEMM,4096,3090,0.00955991487689809,0.00955991487689809,0.0
edp,L3,4,GEMM,8192,3090,0.5480867763012148,0.5480867763012148,0.0
edp,L3,4,GEMM,16384,3090,34.33796961271875,34.33796961271875,0.0
edp,L3,4,REDUCTION,1000000,5060ti,2.5025618159294214e-09,2.5025618159294214e-09,0.0
edp,L3,4,REDUCTION,2000000,5060ti,6.027956910902821e-09,6.027956910902821e-09,0.0
edp,L3,4,REDUCTION,4000000,5060ti,1.2522827737896893e-08,1.2522827737896893e-08,0.0
edp,L3,4,REDUCTION,8000000,5060ti,3.732252805824761e-08,3.732252805824761e-08,0.0
edp,L3,4,REDUCTION,16000000,3090,2.0198749601557932e-06,1.989344160832357e-06,1.5347168139404177
edp,L3,4,REDUCTION,32000000,3090,7.684000031201492e-06,7.684000031201492e-06,0.0
edp,L3,4,REDUCTION,64000000,3090,3.0027478516043737e-05,3.0027478516043737e-05,0.0
edp,L3,4,REDUCTION,128000000,3090,0.00011905212612667781,0.00011905212612667781,0.0
edp,L3,4,REDUCTION,256000000,3090,0.0004739477778425282,0.0004739477778425282,0.0
edp,L3,4,STREAM,1000000,5060ti,9.667867942850342e-09,9.667867942850342e-09,0.0
edp,L3,4,STREAM,2000000,5060ti,3.0993893092670806e-08,3.0993893092670806e-08,0.0
edp,L3,4,STREAM,4000000,5060ti,1.0052378365348212e-06,1.0052378365348212e-06,0.0
edp,L3,4,STREAM,8000000,3090,4.804715974338251e-06,4.804715974338251e-06,0.0
edp,L3,4,STREAM,16000000,3090,1.8575598014527787e-05,1.8575598014527787e-05,0.0
edp,L3,4,STREAM,32000000,3090,7.349993492135788e-05,7.349993492135788e-05,0.0
edp,L3,4,STREAM,64000000,3090,0.00029161666551173943,0.00029161666551173943,0.0
edp,L3,4,STREAM,128000000,3090,0.0011545443858094009,0.0011545443858094009,0.0
edp,L3,4,STREAM,256000000,3090,0.004626165310469296,0.004626165310469296,0.0
edp,L3,4,STRIDED_GEMM,64,5060ti,3.2437848487625957e-09,3.2437848487625957e-09,0.0
edp,L3,4,STRIDED_GEMM,128,5060ti,4.2178040432306886e-09,4.2178040432306886e-09,0.0
edp,L3,4,STRIDED_GEMM,256,3090,1.574277490292042e-08,1.574277490292042e-08,0.0
edp,L3,4,STRIDED_GEMM,512,3090,1.718793547800583e-07,1.718793547800583e-07,0.0
edp,L3,4,STRIDED_GEMM,1024,3090,4.94647526296028e-06,4.94647526296028e-06,0.0
edp,L3,4,STRIDED_GEMM,2048,3090,0.00019809931283841766,0.00019809931283841766,0.0
edp,L3,4,STRIDED_GEMM,4096,3090,0.010039428765632677,0.010039428765632677,0.0
edp,L3,4,STRIDED_GEMM,8192,3090,0.568547874328125,0.568547874328125,0.0
edp,L3,4,STRIDED_GEMM,16384,3090,37.0868129004375,37.0868129004375,0.0
edp,L3,5,AXPY,1000000,5060ti,9.140420603739137e-09,9.140420603739137e-09,0.0
edp,L3,5,AXPY,2000000,5060ti,2.9193506750664908e-08,2.9193506750664908e-08,0.0
edp,L3,5,AXPY,4000000,5060ti,1.2655383311615713e-07,1.2655383311615713e-07,0.0
edp,L3,5,AXPY,8000000,3090,4.7843745086359165e-06,4.7843745086359165e-06,0.0
edp,L3,5,AXPY,16000000,3090,1.858593980395894e-05,1.858593980395894e-05,0.0
edp,L3,5,AXPY,32000000,3090,7.327531327903157e-05,7.327531327903157e-05,0.0
edp,L3,5,AXPY,64000000,3090,0.0002941215359939776,0.0002941215359939776,0.0
edp,L3,5,AXPY,128000000,3090,0.0011630574049897213,0.0011630574049897213,0.0
edp,L3,5,AXPY,256000000,3090,0.004614236869702479,0.004614236869702479,0.0
edp,L3,5,CONV2D,1,3090,3.280252408391918e-05,3.280252408391918e-05,0.0
edp,L3,5,CONV2D,2,3090,2.804233023893946e-05,2.804233023893946e-05,0.0
edp,L3,5,CONV2D,3,3090,1.8578542447234646e-05,1.8578542447234646e-05,0.0
edp,L3,5,CONV2D,4,3090,3.0705684945067174e-05,3.0705684945067174e-05,0.0
edp,L3,5,CONV2D,5,3090,7.518618497470517e-05,7.518618497470517e-05,0.0
edp,L3,5,CONV2D,6,3090,0.00018751618168809183,0.00018751618168809183,0.0
edp,L3,5,GEMM,64,5060ti,3.373158628874671e-09,3.373158628874671e-09,0.0
edp,L3,5,GEMM,128,5060ti,4.199609285424243e-09,4.199609285424243e-09,0.0
edp,L3,5,GEMM,256,3090,1.4445281614905575e-08,1.4445281614905575e-08,0.0
edp,L3,5,GEMM,512,3090,1.6239211457100646e-07,1.6239211457100646e-07,0.0
edp,L3,5,GEMM,1024,3090,4.850644877261717e-06,4.850644877261717e-06,0.0
edp,L3,5,GEMM,2048,3090,0.0001866946736102065,0.0001866946736102065,0.0
edp,L3,5,GEMM,4096,3090,0.009535163917515412,0.009535163917515412,0.0
edp,L3,5,GEMM,8192,3090,0.5457316104552947,0.5457316104552947,0.0
edp,L3,5,GEMM,16384,3090,34.51393928132813,34.51393928132813,0.0
edp,L3,5,REDUCTION,1000000,5060ti,2.516324764908057e-09,2.516324764908057e-09,0.0
edp,L3,5,REDUCTION,2000000,5060ti,6.01403412785864e-09,6.01403412785864e-09,0.0
edp,L3,5,REDUCTION,4000000,5060ti,1.252803750869959e-08,1.252803750869959e-08,0.0
edp,L3,5,REDUCTION,8000000,5060ti,3.7549309793353085e-08,3.7549309793353085e-08,0.0
edp,L3,5,REDUCTION,16000000,3090,2.0441188330470002e-06,2.0441188330470002e-06,0.0
edp,L3,5,REDUCTION,32000000,3090,7.727762971647691e-06,7.727762971647691e-06,0.0
edp,L3,5,REDUCTION,64000000,3090,3.0365754141664557e-05,3.0365754141664557e-05,0.0
edp,L3,5,REDUCTION,128000000,3090,0.0001196930279719105,0.0001196930279719105,0.0
edp,L3,5,REDUCTION,256000000,3090,0.0004739687275066725,0.0004739687275066725,0.0
edp,L3,5,STREAM,1000000,5060ti,9.55494169609149e-09,9.55494169609149e-09,0.0
edp,L3,5,STREAM,2000000,5060ti,3.078425931359429e-08,3.078425931359429e-08,0.0
edp,L3,5,STREAM,4000000,5060ti,9.957667861706143e-07,9.957667861706143e-07,0.0
edp,L3,5,STREAM,8000000,3090,4.797014286435967e-06,4.797014286435967e-06,0.0
edp,L3,5,STREAM,16000000,3090,1.87059730028957e-05,1.87059730028957e-05,0.0
edp,L3,5,STREAM,32000000,3090,7.349120852002784e-05,7.349120852002784e-05,0.0
edp,L3,5,STREAM,64000000,3090,0.00029102039749997967,0.00029102039749997967,0.0
edp,L3,5,STREAM,128000000,3090,0.0011588737250750904,0.0011588737250750904,0.0
edp,L3,5,STREAM,256000000,3090,0.004638959814869499,0.004638959814869499,0.0
edp,L3,5,STRIDED_GEMM,64,5060ti,3.2460180902697464e-09,3.2460180902697464e-09,0.0
edp,L3,5,STRIDED_GEMM,128,5060ti,4.1444304771370295e-09,4.1444304771370295e-09,0.0
edp,L3,5,STRIDED_GEMM,256,3090,1.5739236461990383e-08,1.5739236461990383e-08,0.0
edp,L3,5,STRIDED_GEMM,512,3090,1.5844725457458367e-07,1.5844725457458367e-07,0.0
edp,L3,5,STRIDED_GEMM,1024,3090,4.972230922411697e-06,4.972230922411697e-06,0.0
edp,L3,5,STRIDED_GEMM,2048,3090,0.00019624524503312522,0.00019624524503312522,0.0
edp,L3,5,STRIDED_GEMM,4096,3090,0.009977926523701811,0.009977926523701811,0.0
edp,L3,5,STRIDED_GEMM,8192,3090,0.5735141139461797,0.5735141139461797,0.0
edp,L3,5,STRIDED_GEMM,16384,3090,37.0002582333125,37.0002582333125,0.0
energy,L1,1,AXPY,1000000,5060ti,0.0011061409972979,0.0011061409972979,0.0
energy,L1,1,AXPY,2000000,5060ti,0.0019707976901804,0.0019707976901804,0.0
energy,L1,1,AXPY,4000000,5060ti,0.0047706775918486,0.0047706775918486,0.0
energy,L1,1,AXPY,8000000,5060ti,0.0232590303030303,0.0232590303030303,0.0
energy,L1,1,AXPY,16000000,5060ti,0.0461752302472127,0.0461752302472127,0.0
energy,L1,1,AXPY,32000000,5060ti,0.0928637245392822,0.0928637245392822,0.0
energy,L1,1,AXPY,64000000,5060ti,0.1854641472868217,0.1854641472868217,0.0
energy,L1,1,AXPY,128000000,5060ti,0.3707046332046332,0.3707046332046332,0.0
energy,L1,1,AXPY,256000000,5060ti,0.7298769230769231,0.7298769230769231,0.0
energy,L1,1,CONV2D,1,5060ti,0.1177280826799714,0.1058463661453541,11.225436420085178
energy,L1,1,CONV2D,2,5060ti,0.0925390215492137,0.0925390215492137,0.0
energy,L1,1,CONV2D,3,5060ti,0.0846727661596958,0.0796802145411203,6.2657356626455885
energy,L1,1,CONV2D,4,5060ti,0.0861506518590053,0.0861506518590053,0.0
energy,L1,1,CONV2D,5,5060ti,0.1862388282025819,0.1590018841262364,17.129950519782057
energy,L1,1,CONV2D,6,5060ti,0.2177177615571776,0.2177177615571776,0.0
energy,L1,1,GEMM,64,5060ti,0.0003295783996954,0.0003295783996954,0.0
energy,L1,1,GEMM,128,5060ti,0.0004074502386389,0.0004074502386389,0.0
energy,L1,1,GEMM,256,5060ti,0.0012379650248886,0.0012379650248886,0.0
energy,L1,1,GEMM,512,5060ti,0.0074969028396436,0.007248085481284,3.432870086895301
energy,L1,1,GEMM,1024,5060ti,0.0553448121645796,0.0400796513739256,38.087059810567546
energy,L1,1,GEMM,2048,5060ti,0.4665137931034482,0.2480520989505247,88.0708911866522
energy,L1,1,GEMM,4096,5060ti,3.784932432432433,1.7094088397790057,121.41762370444704
energy,L1,1,GEMM,8192,5060ti,31.164,13.157,136.86250665045225
energy,L1,1,GEMM,16384,5060ti,298.9175,103.701,188.2493900733841
energy,L1,1,REDUCTION,1000000,5060ti,0.0004058325746143,0.0004058325746143,0.0
energy,L1,1,REDUCTION,2000000,5060ti,0.0007244346821188,0.0007244346821188,0.0
energy,L1,1,REDUCTION,4000000,5060ti,0.0010194523610633,0.0010194523610633,0.0
energy,L1,1,REDUCTION,8000000,5060ti,0.0018676395184281,0.0018676395184281,0.0
energy,L1,1,REDUCTION,16000000,5060ti,0.0135197026022304,0.0135197026022304,0.0
energy,L1,1,REDUCTION,32000000,5060ti,0.0258104404065291,0.0258104404065291,0.0
energy,L1,1,REDUCTION,64000000,5060ti,0.0527866915422885,0.0527866915422885,0.0
energy,L1,1,REDUCTION,128000000,5060ti,0.1028810386473429,0.1028810386473429,0.0
energy,L1,1,REDUCTION,256000000,5060ti,0.2019988009592326,0.2019988009592326,0.0
energy,L1,1,STREAM,1000000,5060ti,0.0011522025710308,0.0011522025710308,0.0
energy,L1,1,STREAM,2000000,5060ti,0.0021343406554041,0.0021343406554041,0.0
energy,L1,1,STREAM,4000000,5060ti,0.0104092301800076,0.0104092301800076,0.0
energy,L1,1,STREAM,8000000,5060ti,0.0245104444984211,0.0245104444984211,0.0
energy,L1,1,STREAM,16000000,5060ti,0.0489721279689772,0.0489721279689772,0.0
energy,L1,1,STREAM,32000000,5060ti,0.0970882638215324,0.0970882638215324,0.0
energy,L1,1,STREAM,64000000,5060ti,0.1977422480620155,0.1977422480620155,0.0
energy,L1,1,STREAM,128000000,5060ti,0.3917674418604651,0.3917674418604651,0.0
energy,L1,1,STREAM,256000000,5060ti,0.7899728682170541,0.7899728682170541,0.0
energy,L1,1,STRIDED_GEMM,64,5060ti,0.0003328917247089,0.0003328917247089,0.0
energy,L1,1,STRIDED_GEMM,128,5060ti,0.0004304749907228,0.0004304749907228,0.0
energy,L1,1,STRIDED_GEMM,256,5060ti,0.001246295174311,0.001246295174311,0.0
energy,L1,1,STRIDED_GEMM,512,5060ti,0.0072855162620866,0.0072855162620866,0.0
energy,L1,1,STRIDED_GEMM,1024,5060ti,0.0542160848431285,0.0398911938534278,35.909907941924835
energy,L1,1,STRIDED_GEMM,2048,5060ti,0.4697951388888889,0.2573864844343204,82.52517801056906
energy,L1,1,STRIDED_GEMM,4096,5060ti,3.880527777777778,1.7928916666666668,116.43961260595468
energy,L1,1,STRIDED_GEMM,8192,5060ti,30.8585,13.693625,125.34938703228691
energy,L1,1,STRIDED_GEMM,16384,5060ti,290.4395,114.07783333333332,154.5976650444799
energy,L1,2,AXPY,1000000,5060ti,0.0011128838123311,0.0011128838123311,0.0
energy,L1,2,AXPY,2000000,5060ti,0.0020289443895169,0.0020289443895169,0.0
energy,L1,2,AXPY,4000000,5060ti,0.0047473189813459,0.0047473189813459,0.0
energy,L1,2,AXPY,8000000,5060ti,0.0230670511896178,0.0230670511896178,0.0
energy,L1,2,AXPY,16000000,5060ti,0.0467765390208434,0.0467765390208434,0.0
energy,L1,2,AXPY,32000000,5060ti,0.0903144379844961,0.0903144379844961,0.0
energy,L1,2,AXPY,64000000,5060ti,0.1824980657640232,0.1824980657640232,0.0
energy,L1,2,AXPY,128000000,5060ti,0.368027027027027,0.368027027027027,0.0
energy,L1,2,AXPY,256000000,5060ti,0.7360658914728682,0.7360658914728682,0.0
energy,L1,2,CONV2D,1,5060ti,0.1205365329512894,0.1071140731556106,12.53099560146429
energy,L1,2,CONV2D,2,5060ti,0.0926434402332361,0.0926434402332361,0.0
energy,L1,2,CONV2D,3,5060ti,0.0842786151672162,0.0784748464808691,7.395705689926979
energy,L1,2,CONV2D,4,5060ti,0.083955294117647,0.083955294117647,0.0
energy,L1,2,CONV2D,5,5060ti,0.1870575916230366,0.158600519112789,17.94260994190713
energy,L1,2,CONV2D,6,5060ti,0.218264598540146,0.218264598540146,0.0
energy,L1,2,GEMM,64,5060ti,0.000336495,0.000336495,0.0
energy,L1,2,GEMM,128,5060ti,0.000407041659308,0.000407041659308,0.0
energy,L1,2,GEMM,256,5060ti,0.0012409696751375,0.0012409696751375,0.0
energy,L1,2,GEMM,512,5060ti,0.0073917039586919,0.0072134093990058,2.4717099754614447
energy,L1,2,GEMM,1024,5060ti,0.0550062333036509,0.0399124833676061,37.81711550500824
energy,L1,2,GEMM,2048,5060ti,0.4714739583333333,0.250474416854778,88.2323808769213
energy,L1,2,GEMM,4096,5060ti,3.898097222222222,1.7220583333333337,126.36266999601568
energy,L1,2,GEMM,8192,5060ti,31.1611,13.143166666666668,137.08974245171763
energy,L1,2,GEMM,16384,5060ti,300.281,103.080375,191.30763251491857
energy,L1,2,REDUCTION,1000000,5060ti,0.0004004339781535,0.0004004339781535,0.0
energy,L1,2,REDUCTION,2000000,5060ti,0.0007239961970641,0.0007239961970641,0.0
energy,L1,2,REDUCTION,4000000,5060ti,0.0010149071298707,0.0010149071298707,0.0
energy,L1,2,REDUCTION,8000000,5060ti,0.0018101359096119,0.0018101359096119,0.0
energy,L1,2,REDUCTION,16000000,5060ti,0.0134059067972692,0.0134059067972692,0.0
energy,L1,2,REDUCTION,32000000,5060ti,0.0255780720665229,0.0255780720665229,0.0
energy,L1,2,REDUCTION,64000000,5060ti,0.0505450121654501,0.0505450121654501,0.0
energy,L1,2,REDUCTION,128000000,5060ti,0.1011799516908212,0.1011799516908212,0.0
energy,L1,2,REDUCTION,256000000,5060ti,0.2011105769230769,0.2011105769230769,0.0
energy,L1,2,STREAM,1000000,5060ti,0.0011647752394988,0.0011647752394988,0.0
energy,L1,2,STREAM,2000000,5060ti,0.0021426227628995,0.0021426227628995,0.0
energy,L1,2,STREAM,4000000,5060ti,0.0104462052505966,0.0104462052505966,0.0
energy,L1,2,STREAM,8000000,5060ti,0.0244504001940334,0.0244504001940334,0.0
energy,L1,2,STREAM,16000000,5060ti,0.0494774600096946,0.0494774600096946,0.0
energy,L1,2,STREAM,32000000,5060ti,0.0977298739088263,0.0977298739088263,0.0
energy,L1,2,STREAM,64000000,5060ti,0.1951065891472868,0.1951065891472868,0.0
energy,L1,2,STREAM,128000000,5060ti,0.3903100775193798,0.3903100775193798,0.0
energy,L1,2,STREAM,256000000,5060ti,0.7845620155038759,0.7845620155038759,0.0
energy,L1,2,STRIDED_GEMM,64,5060ti,0.000328479789707,0.000328479789707,0.0
energy,L1,2,STRIDED_GEMM,128,5060ti,0.0004243214979824,0.0004243214979824,0.0
energy,L1,2,STRIDED_GEMM,256,5060ti,0.0012476624035895,0.0012476624035895,0.0
energy,L1,2,STRIDED_GEMM,512,5060ti,0.007332893847194,0.007332893847194,0.0
energy,L1,2,STRIDED_GEMM,1024,5060ti,0.0549960035523978,0.0405251289432649,35.708398681203704
energy,L1,2,STRIDED_GEMM,2048,5060ti,0.4810404929577464,0.2585576335877863,86.0476854938503
energy,L1,2,STRIDED_GEMM,4096,5060ti,3.884069444444444,1.7959088397790053,116.27319596702894
energy,L1,2,STRIDED_GEMM,8192,5060ti,31.0421,13.703958333333333,126.51922346037492
energy,L1,2,STRIDED_GEMM,16384,5060ti,289.402,112.3175,157.66421083090347
energy,L1,3,AXPY,1000000,5060ti,0.0011103864734299,0.0011103864734299,0.0
energy,L1,3,AXPY,2000000,5060ti,0.0020346831162504,0.0020346831162504,0.0
energy,L1,3,AXPY,4000000,5060ti,0.004748283570174,0.004748283570174,0.0
energy,L1,3,AXPY,8000000,5060ti,0.023050826848249,0.023050826848249,0.0
energy,L1,3,AXPY,16000000,5060ti,0.0464936923823386,0.0464936923823386,0.0
energy,L1,3,AXPY,32000000,5060ti,0.0934747817652764,0.0934747817652764,0.0
energy,L1,3,AXPY,64000000,5060ti,0.1831434108527131,0.1831434108527131,0.0
energy,L1,3,AXPY,128000000,5060ti,0.3667567567567568,0.3667567567567568,0.0
energy,L1,3,AXPY,256000000,5060ti,0.7419147286821706,0.7419147286821706,0.0
energy,L1,3,CONV2D,1,5060ti,0.1216667870036101,0.107063582920792,13.639749095284692
energy,L1,3,CONV2D,2,5060ti,0.0924463869463869,0.0924463869463869,0.0
energy,L1,3,CONV2D,3,5060ti,0.084118297271872,0.0783677647058823,7.33788004235123
energy,L1,3,CONV2D,4,5060ti,0.0855971756821445,0.0855971756821445,0.0
