selection_objective,evaluation_objective,holdout_session,workload,size,selected_platform,selected_value,oracle_value,regret_pct
energy,energy,4,CONV2D,2,5060ti,0.0918750728013977,0.0918750728013977,0.0
energy,energy,4,CONV2D,3,3090,0.0793948308718437,0.0793948308718437,0.0
energy,energy,4,CONV2D,4,5060ti,0.0865180810028929,0.0865180810028929,0.0
energy,energy,4,CONV2D,5,3090,0.1597480988593155,0.1597480988593155,0.0
energy,energy,4,CONV2D,6,5060ti,0.2099981927710843,0.2099981927710843,0.0
energy,energy,4,GEMM,64,5060ti,0.0003318445800536,0.0003318445800536,0.0
energy,energy,4,GEMM,128,5060ti,0.0004407619205195,0.0004407619205195,0.0
energy,energy,4,GEMM,256,5060ti,0.0012582528246274,0.0012582528246274,0.0
energy,energy,4,GEMM,512,3090,0.0072255863346739,0.0072255863346739,0.0
energy,energy,4,GEMM,1024,3090,0.0398839458413926,0.0398839458413926,0.0
energy,energy,4,GEMM,2048,3090,0.2509364661654135,0.2509364661654135,0.0
energy,energy,4,GEMM,4096,3090,1.717661111111111,1.717661111111111,0.0
energy,energy,4,GEMM,8192,3090,13.133895833333334,13.133895833333334,0.0
energy,energy,4,GEMM,16384,3090,103.273875,103.273875,0.0
energy,energy,4,REDUCTION,1000000,5060ti,0.0004071096194392,0.0004071096194392,0.0
energy,energy,4,REDUCTION,2000000,5060ti,0.0007354623763431,0.0007354623763431,0.0
energy,energy,4,REDUCTION,4000000,5060ti,0.0010193909390201,0.0010193909390201,0.0
energy,energy,4,REDUCTION,8000000,5060ti,0.0018198622132004,0.0018198622132004,0.0
energy,energy,4,REDUCTION,16000000,5060ti,0.0126077238862703,0.0126077238862703,0.0
energy,energy,4,REDUCTION,32000000,5060ti,0.0257298337438423,0.0257298337438423,0.0
energy,energy,4,REDUCTION,64000000,5060ti,0.050971107055961,0.050971107055961,0.0
energy,energy,4,REDUCTION,128000000,5060ti,0.101903381642512,0.101903381642512,0.0
energy,energy,4,REDUCTION,256000000,5060ti,0.2025132211538461,0.2025132211538461,0.0
energy,energy,4,STREAM,1000000,5060ti,0.0011807213624826,0.0011807213624826,0.0
energy,energy,4,STREAM,2000000,5060ti,0.0021629841379013,0.0021629841379013,0.0
energy,energy,4,STREAM,4000000,5060ti,0.0105152817574021,0.0105152817574021,0.0
energy,energy,4,STREAM,8000000,5060ti,0.0246636341581756,0.0246636341581756,0.0
energy,energy,4,STREAM,16000000,5060ti,0.0492696411251212,0.0492696411251212,0.0
energy,energy,4,STREAM,32000000,5060ti,0.0982754607177497,0.0982754607177497,0.0
energy,energy,4,STREAM,64000000,5060ti,0.1964176356589147,0.1964176356589147,0.0
energy,energy,4,STREAM,128000000,5060ti,0.3972693798449612,0.3972693798449612,0.0
energy,energy,4,STREAM,256000000,5060ti,0.7856627906976743,0.7856627906976743,0.0
energy,energy,4,STRIDED_GEMM,64,5060ti,0.0003301833153612,0.0003301833153612,0.0
energy,energy,4,STRIDED_GEMM,128,5060ti,0.0004277205107757,0.0004277205107757,0.0
energy,energy,4,STRIDED_GEMM,256,5060ti,0.0012573772639439,0.0012573772639439,0.0
energy,energy,4,STRIDED_GEMM,512,5060ti,0.0072599729546991,0.0072599729546991,0.0
energy,energy,4,STRIDED_GEMM,1024,3090,0.0404943806791009,0.0404943806791009,0.0
energy,energy,4,STRIDED_GEMM,2048,3090,0.2590519877675841,0.2590519877675841,0.0
energy,energy,4,STRIDED_GEMM,4096,3090,1.8068722222222224,1.8068722222222224,0.0
energy,energy,4,STRIDED_GEMM,8192,3090,13.599875,13.599875,0.0
energy,energy,4,STRIDED_GEMM,16384,3090,111.51975,111.51975,0.0
energy,energy,5,AXPY,1000000,5060ti,0.0011163104888233,0.0011163104888233,0.0
energy,energy,5,AXPY,2000000,5060ti,0.0020373554571637,0.0020373554571637,0.0
energy,energy,5,AXPY,4000000,5060ti,0.0047548633472602,0.0047548633472602,0.0
energy,energy,5,AXPY,8000000,5060ti,0.0229790957705396,0.0229790957705396,0.0
energy,energy,5,AXPY,16000000,5060ti,0.0463498062015503,0.0463498062015503,0.0
energy,energy,5,AXPY,32000000,5060ti,0.092560620756547,0.092560620756547,0.0
energy,energy,5,AXPY,64000000,5060ti,0.1824071566731141,0.1824071566731141,0.0
energy,energy,5,AXPY,128000000,5060ti,0.3683474903474903,0.3683474903474903,0.0
energy,energy,5,AXPY,256000000,5060ti,0.7448449612403101,0.7448449612403101,0.0
energy,energy,5,CONV2D,1,3090,0.1059935483870967,0.1059935483870967,0.0
energy,energy,5,CONV2D,2,5060ti,0.0923613053613053,0.0923613053613053,0.0
energy,energy,5,CONV2D,3,3090,0.0782325553983969,0.0782325553983969,0.0
energy,energy,5,CONV2D,4,5060ti,0.0861732530120482,0.0861732530120482,0.0
energy,energy,5,CONV2D,5,3090,0.1587692853762423,0.1587692853762423,0.0
energy,energy,5,CONV2D,6,5060ti,0.2179719512195121,0.2179719512195121,0.0
energy,energy,5,GEMM,64,5060ti,0.0003347796931087,0.0003347796931087,0.0
energy,energy,5,GEMM,128,5060ti,0.0004186242111759,0.0004186242111759,0.0
energy,energy,5,GEMM,256,5060ti,0.0012592353037497,0.0012592353037497,0.0
energy,energy,5,GEMM,512,3090,0.0071338785469004,0.0071338785469004,0.0
energy,energy,5,GEMM,1024,3090,0.0401171231216674,0.0401171231216674,0.0
energy,energy,5,GEMM,2048,3090,0.2481971407072987,0.2481971407072987,0.0
energy,energy,5,GEMM,4096,3090,1.7184388888888886,1.7184388888888886,0.0
energy,energy,5,GEMM,8192,3090,13.074854166666666,13.074854166666666,0.0
energy,energy,5,GEMM,16384,3090,103.623875,103.623875,0.0
energy,energy,5,REDUCTION,1000000,5060ti,0.0004093440537001,0.0004093440537001,0.0
energy,energy,5,REDUCTION,2000000,5060ti,0.0007337658080009,0.0007337658080009,0.0
energy,energy,5,REDUCTION,4000000,5060ti,0.0010198147511178,0.0010198147511178,0.0
energy,energy,5,REDUCTION,8000000,5060ti,0.001830818280606,0.001830818280606,0.0
energy,energy,5,REDUCTION,16000000,5060ti,0.013697242206235,0.013697242206235,0.0
energy,energy,5,REDUCTION,32000000,5060ti,0.0257176724137931,0.0257176724137931,0.0
energy,energy,5,REDUCTION,64000000,5060ti,0.0510550486618004,0.0510550486618004,0.0
energy,energy,5,REDUCTION,128000000,5060ti,0.1017820048309178,0.1017820048309178,0.0
energy,energy,5,REDUCTION,256000000,5060ti,0.2035204819277108,0.2035204819277108,0.0
energy,energy,5,STREAM,1000000,5060ti,0.0011669327765495,0.0011669327765495,0.0
energy,energy,5,STREAM,2000000,5060ti,0.0021483758185387,0.0021483758185387,0.0
energy,energy,5,STREAM,4000000,5060ti,0.0104175735013363,0.0104175735013363,0.0
energy,energy,5,STREAM,8000000,5060ti,0.0248203011170471,0.0248203011170471,0.0
energy,energy,5,STREAM,16000000,5060ti,0.0495196316044595,0.0495196316044595,0.0
energy,energy,5,STREAM,32000000,5060ti,0.097985465116279,0.097985465116279,0.0
energy,energy,5,STREAM,64000000,5060ti,0.1957567829457364,0.1957567829457364,0.0
energy,energy,5,STREAM,128000000,5060ti,0.3926027131782945,0.3926027131782945,0.0
energy,energy,5,STREAM,256000000,5060ti,0.7849069767441861,0.7849069767441861,0.0
energy,energy,5,STRIDED_GEMM,64,5060ti,0.0003306468934275,0.0003306468934275,0.0
energy,energy,5,STRIDED_GEMM,128,5060ti,0.0004241905507189,0.0004241905507189,0.0
energy,energy,5,STRIDED_GEMM,256,5060ti,0.0012522025349621,0.0012522025349621,0.0
energy,energy,5,STRIDED_GEMM,512,5060ti,0.007356186612576,0.0069264347185788,6.204518073987986
energy,energy,5,STRIDED_GEMM,1024,3090,0.0406902180460185,0.0406902180460185,0.0
energy,energy,5,STRIDED_GEMM,2048,3090,0.2570708333333333,0.2570708333333333,0.0
energy,energy,5,STRIDED_GEMM,4096,3090,1.798779005524862,1.798779005524862,0.0
energy,energy,5,STRIDED_GEMM,8192,3090,13.750395833333332,13.750395833333332,0.0
energy,energy,5,STRIDED_GEMM,16384,3090,111.2755,111.2755,0.0
energy,runtime,1,AXPY,1000000,5060ti,8.188087509211496e-06,8.188087509211496e-06,0.0
energy,runtime,1,AXPY,2000000,5060ti,1.4329162604421902e-05,1.4329162604421902e-05,0.0
energy,runtime,1,AXPY,4000000,5060ti,2.661276897496608e-05,2.661276897496608e-05,0.0
energy,runtime,1,AXPY,8000000,5060ti,0.0002426205842424,0.0001162878445529,108.6379579699153
energy,runtime,1,AXPY,16000000,5060ti,0.0004852444304411,0.0002304997519013,110.51841767225925
energy,runtime,1,AXPY,32000000,5060ti,0.000969943542677,0.0004571638276965,112.16541727814082
energy,runtime,1,AXPY,64000000,5060ti,0.0019394871414728,0.0009120088422727,112.66100190867157
energy,runtime,1,AXPY,128000000,5060ti,0.0038810802934362,0.0018179540099457,113.48616478764075
energy,runtime,1,AXPY,256000000,5060ti,0.0077675147423076,0.0036254914855072,114.24722064189146
energy,runtime,1,CONV2D,1,3090,0.0003102849536951,0.0003102849536951,0.0
energy,runtime,1,CONV2D,2,5060ti,0.0005827447050087,0.0002893260806451,101.41450909277694
energy,runtime,1,CONV2D,3,3090,0.0002387750374255,0.0002387750374255,0.0
energy,runtime,1,CONV2D,4,5060ti,0.000484842760985,0.0003060187135225,58.43565754659379
energy,runtime,1,CONV2D,5,3090,0.0004733076907677,0.0004733076907677,0.0
energy,runtime,1,CONV2D,6,5060ti,0.0012174956776155,0.0007517900052356,61.94624418210437
energy,runtime,1,GEMM,64,5060ti,9.769017892877015e-06,5.217029646225186e-06,87.25248954537663
energy,runtime,1,GEMM,128,5060ti,9.78786126601135e-06,5.161149326824335e-06,89.64499273718629
energy,runtime,1,GEMM,256,5060ti,1.6368196554886038e-05,7.180509782803805e-06,127.95312658838375
energy,runtime,1,GEMM,512,3090,2.268124110511216e-05,2.268124110511216e-05,0.0
energy,runtime,1,GEMM,1024,3090,0.0001210981721341,0.0001210981721341,0.0
energy,runtime,1,GEMM,2048,3090,0.0007520269865067,0.0007520269865067,0.0
energy,runtime,1,GEMM,4096,3090,0.0055481767955801,0.0055481767955801,0.0
energy,runtime,1,GEMM,8192,3090,0.0417421458333333,0.0417421458333333,0.0
energy,runtime,1,GEMM,16384,3090,0.332597875,0.332597875,0.0
energy,runtime,1,REDUCTION,1000000,5060ti,6.258617487122562e-06,5.700756277427376e-06,9.785740392096475
energy,runtime,1,REDUCTION,2000000,5060ti,8.1960527370483e-06,8.1960527370483e-06,0.0
energy,runtime,1,REDUCTION,4000000,5060ti,1.2284495780305637e-05,1.2284495780305637e-05,0.0
energy,runtime,1,REDUCTION,8000000,5060ti,2.050992609266361e-05,2.050992609266361e-05,0.0
energy,runtime,1,REDUCTION,16000000,5060ti,0.0001578432249814,7.691327039913865e-05,105.22235520902731
energy,runtime,1,REDUCTION,32000000,5060ti,0.000308092552048,0.0001487895335465,107.06601109930514
energy,runtime,1,REDUCTION,64000000,5060ti,0.0006080331626243,0.0002924800657894,107.8887533696446
energy,runtime,1,REDUCTION,128000000,5060ti,0.0012090251129227,0.0005799535315942,108.46930780803805
energy,runtime,1,REDUCTION,256000000,5060ti,0.0024108137458033,0.0011548241166281,108.76025284633708
energy,runtime,1,STREAM,1000000,5060ti,8.188119217227545e-06,8.188119217227545e-06,0.0
energy,runtime,1,STREAM,2000000,5060ti,1.4329450199888234e-05,1.4329450199888234e-05,0.0
energy,runtime,1,STREAM,4000000,5060ti,9.577781501340484e-05,5.958870487310854e-05,60.73149301928844
energy,runtime,1,STREAM,8000000,5060ti,0.0002429059995142,0.0001164360228198,108.6175683706827
energy,runtime,1,STREAM,16000000,5060ti,0.0004848536112457,0.0002298244485294,110.96694209348912
energy,runtime,1,STREAM,32000000,5060ti,0.000970083899127,0.0004555765027322,112.93545503536234
energy,runtime,1,STREAM,64000000,5060ti,0.0019394835271317,0.0009091030881017,113.34032988288922
energy,runtime,1,STREAM,128000000,5060ti,0.0038822480620155,0.0018097649186256,114.51670446589368
energy,runtime,1,STREAM,256000000,5060ti,0.0077620465116279,0.0036186895306859,114.49882466586328
energy,runtime,1,STRIDED_GEMM,64,5060ti,9.745628561687204e-06,5.266399936827144e-06,85.05295227461718
energy,runtime,1,STRIDED_GEMM,128,5060ti,9.768276010234174e-06,5.1937753868660095e-06,88.07659713079114
energy,runtime,1,STRIDED_GEMM,256,5060ti,1.63740113641946e-05,7.281878877013135e-06,124.85970503962646
energy,runtime,1,STRIDED_GEMM,512,5060ti,6.762039353573603e-05,2.2870950780696337e-05,195.6606141306961
energy,runtime,1,STRIDED_GEMM,1024,3090,0.0001220956264775,0.0001220956264775,0.0
energy,runtime,1,STRIDED_GEMM,2048,3090,0.0007633280182232,0.0007633280182232,0.0
energy,runtime,1,STRIDED_GEMM,4096,3090,0.0055567777777777,0.0055567777777777,0.0
energy,runtime,1,STRIDED_GEMM,8192,3090,0.041750125,0.041750125,0.0
energy,runtime,1,STRIDED_GEMM,16384,3090,0.3327878333333333,0.3327878333333333,0.0
energy,runtime,2,AXPY,1000000,5060ti,8.188074392041267e-06,8.188074392041267e-06,0.0
energy,runtime,2,AXPY,2000000,5060ti,1.4329123006490994e-05,1.4329123006490994e-05,0.0
energy,runtime,2,AXPY,4000000,5060ti,2.6613832286649455e-05,2.6613832286649455e-05,0.0
energy,runtime,2,AXPY,8000000,5060ti,0.0002418544951934,0.0001164095165871,107.76178982964804
energy,runtime,2,AXPY,16000000,5060ti,0.0004852657011633,0.0002302442396408,110.76127764167066
energy,runtime,2,AXPY,32000000,5060ti,0.0009697467596899,0.0004571387360603,112.13401604233843
energy,runtime,2,AXPY,64000000,5060ti,0.0019391630889748,0.0009121405378304,112.59477115086413
energy,runtime,2,AXPY,128000000,5060ti,0.0038795916216216,0.0018178801125226,113.41295253172912
energy,runtime,2,AXPY,256000000,5060ti,0.0077639238798449,0.0036274377717391,114.03327550737413
energy,runtime,2,CONV2D,1,3090,0.0003124439581525,0.0003124439581525,0.0
energy,runtime,2,CONV2D,2,5060ti,0.0005834592959183,0.0002899841917531,101.20382852285692
energy,runtime,2,CONV2D,3,3090,0.0002372934103684,0.0002372934103684,0.0
energy,runtime,2,CONV2D,4,5060ti,0.0004790703322352,0.0003027224593483,58.25397734497175
energy,runtime,2,CONV2D,5,3090,0.0004729195023596,0.0004729195023596,0.0
energy,runtime,2,CONV2D,6,5060ti,0.0012177912001216,0.0007497810979805,62.41956531068376
energy,runtime,2,GEMM,64,5060ti,9.9198e-06,5.217261330258716e-06,90.13423656713955
energy,runtime,2,GEMM,128,5060ti,9.874560938757087e-06,5.161019462947544e-06,91.32965898790782
energy,runtime,2,GEMM,256,5060ti,1.637607250458475e-05,7.179988369087619e-06,128.07937370886998
energy,runtime,2,GEMM,512,3090,2.269167419792137e-05,2.269167419792137e-05,0.0
energy,runtime,2,GEMM,1024,3090,0.0001211782387806,0.0001211782387806,0.0
energy,runtime,2,GEMM,2048,3090,0.0007534766741911,0.0007534766741911,0.0
energy,runtime,2,GEMM,4096,3090,0.0055629222222222,0.0055629222222222,0.0
energy,runtime,2,GEMM,8192,3090,0.0417100624999999,0.0417100624999999,0.0
energy,runtime,2,GEMM,16384,3090,0.331504875,0.331504875,0.0
energy,runtime,2,REDUCTION,1000000,5060ti,6.14706841610268e-06,5.653928630472067e-06,8.722073055057988
energy,runtime,2,REDUCTION,2000000,5060ti,8.196056425240346e-06,8.196056425240346e-06,0.0
energy,runtime,2,REDUCTION,4000000,5060ti,1.2284477980197534e-05,1.2284477980197534e-05,0.0
energy,runtime,2,REDUCTION,8000000,5060ti,2.046900967127886e-05,2.046900967127886e-05,0.0
energy,runtime,2,REDUCTION,16000000,5060ti,0.000157853063075,7.689482427341227e-05,105.28437975711773
energy,runtime,2,REDUCTION,32000000,5060ti,0.0003080909183862,0.0001487715977242,107.08987676354317
energy,runtime,2,REDUCTION,64000000,5060ti,0.0006085413330291,0.0002925112850248,108.04029252324608
energy,runtime,2,REDUCTION,128000000,5060ti,0.0012090710458937,0.0005805002019733,108.28090012435707
energy,runtime,2,REDUCTION,256000000,5060ti,0.0024113794471153,0.0011548411726327,108.80615484275297
energy,runtime,2,STREAM,1000000,5060ti,8.188016867272578e-06,8.188016867272578e-06,0.0
energy,runtime,2,STREAM,2000000,5060ti,1.4328955852641532e-05,1.4328955852641532e-05,0.0
energy,runtime,2,STREAM,4000000,5060ti,9.548744630071598e-05,5.967008710177783e-05,60.025652615263226
energy,runtime,2,STREAM,8000000,5060ti,0.0002428610235265,0.0001162032884034,108.99668749769576
energy,runtime,2,STREAM,16000000,5060ti,0.000484838826951,0.0002296336394948,111.13580223596946
energy,runtime,2,STREAM,32000000,5060ti,0.0009704689621726,0.0004557681093394,112.93042279312134
energy,runtime,2,STREAM,64000000,5060ti,0.0019409815891472,0.0009094963636363,113.41279270066246
energy,runtime,2,STREAM,128000000,5060ti,0.0038817848837209,0.0018104330922242,114.41194929506891
energy,runtime,2,STREAM,256000000,5060ti,0.0077617945736434,0.0036179855595667,114.5335973804432
energy,runtime,2,STRIDED_GEMM,64,5060ti,9.841122870342216e-06,5.2663084400027385e-06,86.8694737966601
energy,runtime,2,STRIDED_GEMM,128,5060ti,9.844514270493175e-06,5.18906807248901e-06,89.71642177303553
energy,runtime,2,STRIDED_GEMM,256,5060ti,1.6375423714936054e-05,7.282653811704909e-06,124.85517145709935
energy,runtime,2,STRIDED_GEMM,512,5060ti,6.927420554428668e-05,2.291826648056197e-05,202.26634114339012
energy,runtime,2,STRIDED_GEMM,1024,3090,0.0001219558594218,0.0001219558594218,0.0
energy,runtime,2,STRIDED_GEMM,2048,3090,0.0007663213740458,0.0007663213740458,0.0
energy,runtime,2,STRIDED_GEMM,4096,3090,0.0055515994475138,0.0055515994475138,0.0
energy,runtime,2,STRIDED_GEMM,8192,3090,0.0418021458333333,0.0418021458333333,0.0
energy,runtime,2,STRIDED_GEMM,16384,3090,0.332657375,0.332657375,0.0
energy,runtime,3,AXPY,1000000,5060ti,8.188072942765906e-06,8.188072942765906e-06,0.0
energy,runtime,3,AXPY,2000000,5060ti,1.432911731791543e-05,1.432911731791543e-05,0.0
energy,runtime,3,AXPY,4000000,5060ti,2.6613515447868437e-05,2.6613515447868437e-05,0.0
energy,runtime,3,AXPY,8000000,5060ti,0.0002430642955982,0.0001163761774287,108.86086909592625
energy,runtime,3,AXPY,16000000,5060ti,0.0004853435885492,0.0002299871108555,111.03077765698765
energy,runtime,3,AXPY,32000000,5060ti,0.0009699357885548,0.0004572038971663,112.14512705739308
energy,runtime,3,AXPY,64000000,5060ti,0.0019398794244186,0.0009122411909753,112.64983905677686
energy,runtime,3,AXPY,128000000,5060ti,0.0038805342702702,0.0018176927259528,113.48681297253349
energy,runtime,3,AXPY,256000000,5060ti,0.0077651438953488,0.0036263515072202,114.13103169640647
energy,runtime,3,CONV2D,1,3090,0.0003117660300123,0.0003117660300123,0.0
energy,runtime,3,CONV2D,2,5060ti,0.0005828766290792,0.0002893070187211,101.4733799601002
energy,runtime,3,CONV2D,3,3090,0.0002380348142352,0.0002380348142352,0.0
energy,runtime,3,CONV2D,4,5060ti,0.0004846761756821,0.0003062447918572,58.264299857253235
energy,runtime,3,CONV2D,5,3090,0.0004708557237827,0.0004708557237827,0.0
energy,runtime,3,CONV2D,6,5060ti,0.0012186889689403,0.0007474163896627,63.05355164746651
energy,runtime,3,GEMM,64,5060ti,9.93450120221797e-06,5.224620282895767e-06,90.14781293755058
energy,runtime,3,GEMM,128,5060ti,9.920947202035968e-06,5.183126736815811e-06,91.40853978289516
energy,runtime,3,GEMM,256,5060ti,1.637327853013903e-05,7.24233833007459e-06,126.07723892361156
energy,runtime,3,GEMM,512,3090,2.2760561473190104e-05,2.2760561473190104e-05,0.0
energy,runtime,3,GEMM,1024,3090,0.0001209905795373,0.0001209905795373,0.0
energy,runtime,3,GEMM,2048,3090,0.000751848758465,0.000751848758465,0.0
energy,runtime,3,GEMM,4096,3090,0.0055513555555555,0.0055513555555555,0.0
energy,runtime,3,GEMM,8192,3090,0.0417959791666666,0.0417959791666666,0.0
energy,runtime,3,GEMM,16384,3090,0.3319046249999999,0.3319046249999999,0.0
energy,runtime,3,REDUCTION,1000000,5060ti,6.147174095315372e-06,5.658497548303753e-06,8.636153728795204
energy,runtime,3,REDUCTION,2000000,5060ti,8.19605447049856e-06,8.19605447049856e-06,0.0
energy,runtime,3,REDUCTION,4000000,5060ti,1.2284663100093362e-05,1.2284663100093362e-05,0.0
energy,runtime,3,REDUCTION,8000000,5060ti,2.0500984348093484e-05,2.0500984348093484e-05,0.0
energy,runtime,3,REDUCTION,16000000,5060ti,0.0001578581036144,7.6907040525992e-05,105.25832555089578
energy,runtime,3,REDUCTION,32000000,5060ti,0.0003079890601908,0.0001488180273768,106.95682211334967
energy,runtime,3,REDUCTION,64000000,5060ti,0.0006085424692822,0.0002925818749634,107.99048791328052
energy,runtime,3,REDUCTION,128000000,5060ti,0.0012090522699275,0.0005799773257971,108.46543755237707
energy,runtime,3,REDUCTION,256000000,5060ti,0.0024107314951807,0.0011549157713625,108.73656373543712
energy,runtime,3,STREAM,1000000,5060ti,8.188328011135675e-06,8.188328011135675e-06,0.0
energy,runtime,3,STREAM,2000000,5060ti,1.4329471693246788e-05,1.4329471693246788e-05,0.0
energy,runtime,3,STREAM,4000000,5060ti,9.549694569056028e-05,5.968340494092373e-05,60.00586056557224
energy,runtime,3,STREAM,8000000,5060ti,0.0002427168163067,0.0001159728601252,109.28760060299618
energy,runtime,3,STREAM,16000000,5060ti,0.0004848441589917,0.0002295168655346,111.2455474077608
energy,runtime,3,STREAM,32000000,5060ti,0.0009713820388349,0.0004553024578971,113.34873598561508
energy,runtime,3,STREAM,64000000,5060ti,0.0019405116279069,0.0009083574023614,113.62864692490788
energy,runtime,3,STREAM,128000000,5060ti,0.0038824748062015,0.0018103218806509,114.4632315224273
energy,runtime,3,STREAM,256000000,5060ti,0.0077617015503875,0.0036189025270758,114.47666778301505
energy,runtime,3,STRIDED_GEMM,64,5060ti,9.859147042353149e-06,5.265313804667716e-06,87.24709310987289
energy,runtime,3,STRIDED_GEMM,128,5060ti,9.852779058248905e-06,5.180780624707656e-06,90.1794299349412
energy,runtime,3,STRIDED_GEMM,256,5060ti,1.6367679811345476e-05,7.282969953831142e-06,124.73908192818234
energy,runtime,3,STRIDED_GEMM,512,5060ti,6.766491508908686e-05,2.281510320678216e-05,196.5794827917866
energy,runtime,3,STRIDED_GEMM,1024,3090,0.0001225172497276,0.0001225172497276,0.0
energy,runtime,3,STRIDED_GEMM,2048,3090,0.0007656031866464,0.0007656031866464,0.0
energy,runtime,3,STRIDED_GEMM,4096,3090,0.0055629916666666,0.0055629916666666,0.0
energy,runtime,3,STRIDED_GEMM,8192,3090,0.041721375,0.041721375,0.0
energy,runtime,3,STRIDED_GEMM,16384,3090,0.333162875,0.333162875,0.0
energy,runtime,4,AXPY,1000000,5060ti,8.18806852534185e-06,8.18806852534185e-06,0.0
energy,runtime,4,AXPY,2000000,5060ti,1.432912736964278e-05,1.432912736964278e-05,0.0
energy,runtime,4,AXPY,4000000,5060ti,2.6621059441117764e-05,2.6621059441117764e-05,0.0
energy,runtime,4,AXPY,8000000,5060ti,0.0002436327862362,0.000116457609455,109.20297726903053
energy,runtime,4,AXPY,16000000,5060ti,0.0004852975749636,0.0002304711519585,110.56760069086025
energy,runtime,4,AXPY,32000000,5060ti,0.0009708095193986,0.0004567316458904,112.55578152593375
energy,runtime,4,AXPY,64000000,5060ti,0.0019394992199612,0.0009130319256386,112.4240309126825
energy,runtime,4,AXPY,128000000,5060ti,0.0038817857112403,0.0018174522708333,113.58391488655188
energy,runtime,4,AXPY,256000000,5060ti,0.007766113372093,0.0036274231938405,114.09449510275368
energy,runtime,4,CONV2D,1,3090,0.0003114451813407,0.0003114451813407,0.0
energy,runtime,4,CONV2D,2,5060ti,0.0005828563919627,0.0002885922603388,101.9653580724727
energy,runtime,4,CONV2D,3,3090,0.0002389634517627,0.0002389634517627,0.0
energy,runtime,4,CONV2D,4,5060ti,0.0004846154214079,0.0003069818856049,57.86450084928547
energy,runtime,4,CONV2D,5,3090,0.0004755983571768,0.0004755983571768,0.0
energy,runtime,4,CONV2D,6,5060ti,0.0012107259,0.0007364217845821,64.40658401856689
energy,runtime,4,GEMM,64,5060ti,9.897531519314483e-06,5.215761141712569e-06,89.76197817342302
energy,runtime,4,GEMM,128,5060ti,9.920571233570831e-06,5.161102740856931e-06,92.21805361548867
energy,runtime,4,GEMM,256,5060ti,1.6375454396594074e-05,7.1800376215160615e-06,128.0692004666182
energy,runtime,4,GEMM,512,3090,2.2619119707171586e-05,2.2619119707171586e-05,0.0
energy,runtime,4,GEMM,1024,3090,0.0001209204545454,0.0001209204545454,0.0
energy,runtime,4,GEMM,2048,3090,0.0007529011278195,0.0007529011278195,0.0
energy,runtime,4,GEMM,4096,3090,0.0055656583333333,0.0055656583333333,0.0
energy,runtime,4,GEMM,8192,3090,0.0417307083333333,0.0417307083333333,0.0
energy,runtime,4,GEMM,16384,3090,0.33249425,0.33249425,0.0
energy,runtime,4,REDUCTION,1000000,5060ti,6.147144887847997e-06,5.684419756909063e-06,8.140235076350933
energy,runtime,4,REDUCTION,2000000,5060ti,8.196145859799527e-06,8.196145859799527e-06,0.0
energy,runtime,4,REDUCTION,4000000,5060ti,1.228461746965751e-05,1.228461746965751e-05,0.0
energy,runtime,4,REDUCTION,8000000,5060ti,2.0508436181337272e-05,2.0508436181337272e-05,0.0
energy,runtime,4,REDUCTION,16000000,5060ti,0.0001577877322487,7.688619797032367e-05,105.22244097647082
energy,runtime,4,REDUCTION,32000000,5060ti,0.0003079755317118,0.0001487566275472,107.03314991063534
energy,runtime,4,REDUCTION,64000000,5060ti,0.0006085138339416,0.0002924945998538,108.04275848024494
energy,runtime,4,REDUCTION,128000000,5060ti,0.0012090799166666,0.0005799999084057,108.4620875182741
energy,runtime,4,REDUCTION,256000000,5060ti,0.0024110310697115,0.0011548805571593,108.7688683271279
energy,runtime,4,STREAM,1000000,5060ti,8.18810284123475e-06,8.18810284123475e-06,0.0
energy,runtime,4,STREAM,2000000,5060ti,1.4329228101849862e-05,1.4329228101849862e-05,0.0
energy,runtime,4,STREAM,4000000,5060ti,9.559780324737344e-05,5.9670525059665874e-05,60.20942190768908
energy,runtime,4,STREAM,8000000,5060ti,0.0002426877729257,0.0001164227770018,108.45386029741229
energy,runtime,4,STREAM,16000000,5060ti,0.0004849182832201,0.000229310522696,111.46795948084889
energy,runtime,4,STREAM,32000000,5060ti,0.0009704762366634,0.0004557578587699,112.93680799772399
energy,runtime,4,STREAM,64000000,5060ti,0.0019404166666666,0.0009089736603088,113.47336577469078
energy,runtime,4,STREAM,128000000,5060ti,0.0038822364341085,0.0018103182640144,114.450492561435
energy,runtime,4,STREAM,256000000,5060ti,0.0077745348837209,0.0036226823104693,114.60713961180184
energy,runtime,4,STRIDED_GEMM,64,5060ti,9.824193706499364e-06,5.265390629524527e-06,86.5805293041763
energy,runtime,4,STRIDED_GEMM,128,5060ti,9.861121776885136e-06,5.186626183838249e-06,90.12593981831229
energy,runtime,4,STRIDED_GEMM,256,5060ti,1.637376772672191e-05,7.282658879559572e-06,124.8322761989936
energy,runtime,4,STRIDED_GEMM,512,5060ti,6.762133198106828e-05,2.2847072797459968e-05,195.97372311338765
energy,runtime,4,STRIDED_GEMM,1024,3090,0.0001221521401243,0.0001221521401243,0.0
energy,runtime,4,STRIDED_GEMM,2048,3090,0.0007647087155963,0.0007647087155963,0.0
energy,runtime,4,STRIDED_GEMM,4096,3090,0.0055562472222222,0.0055562472222222,0.0
energy,runtime,4,STRIDED_GEMM,8192,3090,0.041805375,0.041805375,0.0
