canonical_name,canonical_path,size_bytes,sha256,status,selected_source_path,match_count,all_source_matches
gemm_envelopes.csv,data/snapshots/t1-analysis-20260730/extracted/deep_research_energy/inputs/gemm_envelopes.csv,28844,354f3558a15f39fe2ebba4e71e00b28d4cf670165e8e4baadd7ee538b23a1b70,exact_unique,new/ALL AUDIT/GEMM/results/native_best_by_platform_size.csv,1,new/ALL AUDIT/GEMM/results/native_best_by_platform_size.csv
gemm_placement.csv,data/snapshots/t1-analysis-20260730/extracted/deep_research_energy/inputs/gemm_placement.csv,1208,f72e70458b1107d1e1e14c8d3b3fa2ca71251e760f744c309f58c3a62090442b,exact_unique,new/ALL AUDIT/GEMM/results/placement_by_size.csv,1,new/ALL AUDIT/GEMM/results/placement_by_size.csv
gemm_sessions.csv,data/snapshots/t1-analysis-20260730/extracted/deep_research_energy/inputs/gemm_sessions.csv,233519,23b0463b61683f644a177d51617a3eaecde369b693f3cf69feaea3abdd585d74,exact_unique,new/ALL AUDIT/GEMM/results/native_policy_session_medians.csv,1,new/ALL AUDIT/GEMM/results/native_policy_session_medians.csv
reduction_all_sessions.csv,data/snapshots/t1-analysis-20260730/extracted/deep_research_energy/inputs/reduction_all_sessions.csv,216363,c228be42a0ea476291a51ea43f063e5a8844cff89bb4bba04e9bd5e366b095ee,exact_unique,new/ALL AUDIT/REDUCTION/results/unified_session_medians.csv,1,new/ALL AUDIT/REDUCTION/results/unified_session_medians.csv
reduction_config_summary.csv,data/snapshots/t1-analysis-20260730/extracted/deep_research_energy/inputs/reduction_config_summary.csv,137513,e13a483473f5aa267064e83050cea4740bd161e00a4d7afb65f455b5805000e0,exact_unique,new/ALL AUDIT/REDUCTION/results/unified_configuration_summary.csv,1,new/ALL AUDIT/REDUCTION/results/unified_configuration_summary.csv
reduction_pairwise.csv,data/snapshots/t1-analysis-20260730/extracted/deep_research_energy/inputs/reduction_pairwise.csv,66952,096e45d486ea494c1129545cd9245fe1b373595f7fdcdd681deda04d25c44225,exact_unique,new/ALL AUDIT/REDUCTION/results/pairwise_native_best_comparisons.csv,1,new/ALL AUDIT/REDUCTION/results/pairwise_native_best_comparisons.csv
reduction_placement2.csv,data/snapshots/t1-analysis-20260730/extracted/deep_research_energy/inputs/reduction_placement2.csv,2113,d3858acde57acd3bfed4368d506bb7d99c641834ffd641b554bc8fadbc810236,exact_unique,new/ALL AUDIT/REDUCTION/results/placement_by_size.csv,1,new/ALL AUDIT/REDUCTION/results/placement_by_size.csv
reduction_sessions.csv,data/snapshots/t1-analysis-20260730/extracted/deep_research_energy/inputs/reduction_sessions.csv,280670,244cb06e1b751ffcaf88adc9e66a3bcd32582278ffb8286006666b99259d88e9,exact_unique,new/ALL AUDIT/REDUCTION/results/native_policy_session_medians.csv,1,new/ALL AUDIT/REDUCTION/results/native_policy_session_medians.csv
stream_all_sessions.csv,data/snapshots/t1-analysis-20260730/extracted/deep_research_energy/inputs/stream_all_sessions.csv,215518,1939ad5cb7eb344f970632e9baac95948a441260eb6b67afa372aaecd176995d,exact_unique,new/ALL AUDIT/STREAM/results/unified_session_medians.csv,1,new/ALL AUDIT/STREAM/results/unified_session_medians.csv
stream_config_summary.csv,data/snapshots/t1-analysis-20260730/extracted/deep_research_energy/inputs/stream_config_summary.csv,136685,31bb136ff33a3a39d6e473bc800c77a93457d99ec739c0fc08d8d996e334e63b,exact_unique,new/ALL AUDIT/STREAM/results/unified_configuration_summary.csv,1,new/ALL AUDIT/STREAM/results/unified_configuration_summary.csv
stream_pairwise.csv,data/snapshots/t1-analysis-20260730/extracted/deep_research_energy/inputs/stream_pairwise.csv,66457,d46655c79951ac3a4a421c60a8400e0df95335c4f0644ecf7fbb1c01ac5b3380,exact_unique,new/ALL AUDIT/STREAM/results/pairwise_native_best_comparisons.csv,1,new/ALL AUDIT/STREAM/results/pairwise_native_best_comparisons.csv
stream_placement.csv,data/snapshots/t1-analysis-20260730/extracted/deep_research_energy/inputs/stream_placement.csv,2058,607d17d16e359856363e5ee425899550d041b2595528574299b516b7bdc9598a,exact_unique,new/ALL AUDIT/STREAM/results/placement_by_size.csv,1,new/ALL AUDIT/STREAM/results/placement_by_size.csv
stream_sessions.csv,data/snapshots/t1-analysis-20260730/extracted/deep_research_energy/inputs/stream_sessions.csv,280359,fc8c2ddd4d9117874a259e9638e2b40506670a6e28d4a110fd9472465deebbf2,exact_unique,new/ALL AUDIT/STREAM/results/native_policy_session_medians.csv,1,new/ALL AUDIT/STREAM/results/native_policy_session_medians.csv
strided_all_sessions.csv,data/snapshots/t1-analysis-20260730/extracted/deep_research_energy/inputs/strided_all_sessions.csv,170632,b53d62e66279d37c39890c1bc369b7102f01c3cc83f9ea327e0801362b3559f2,exact_unique,new/ALL AUDIT/STRIDED_GEMM/results/unified_session_medians.csv,1,new/ALL AUDIT/STRIDED_GEMM/results/unified_session_medians.csv
strided_config_summary.csv,data/snapshots/t1-analysis-20260730/extracted/deep_research_energy/inputs/strided_config_summary.csv,91738,a9b4985cf3a8db15fc9c5ad191d1ea302f6ac166fb3142dca9bca6475f272c20,exact_unique,new/ALL AUDIT/STRIDED_GEMM/results/unified_configuration_summary.csv,1,new/ALL AUDIT/STRIDED_GEMM/results/unified_configuration_summary.csv
strided_envelopes.csv,data/snapshots/t1-analysis-20260730/extracted/deep_research_energy/inputs/strided_envelopes.csv,28930,2d23833f94fbb26a60b56c4c8ab2cc88f7f3d9ee988e6c55a7521321495dd75f,exact_unique,new/ALL AUDIT/STRIDED_GEMM/results/native_best_by_platform_size.csv,1,new/ALL AUDIT/STRIDED_GEMM/results/native_best_by_platform_size.csv
strided_placement.csv,data/snapshots/t1-analysis-20260730/extracted/deep_research_energy/inputs/strided_placement.csv,1210,0d689d963847be637cce148117725629ff3f564ed70b60eab648994df9217708,exact_unique,new/ALL AUDIT/STRIDED_GEMM/results/placement_by_size.csv,1,new/ALL AUDIT/STRIDED_GEMM/results/placement_by_size.csv
strided_sessions.csv,data/snapshots/t1-analysis-20260730/extracted/deep_research_energy/inputs/strided_sessions.csv,242697,f24c1a75a1226a2cd19a2467de84ba98ebed55440a307afd54b793883638fb74,exact_unique,new/ALL AUDIT/STRIDED_GEMM/results/native_policy_session_medians.csv,1,new/ALL AUDIT/STRIDED_GEMM/results/native_policy_session_medians.csv
